SEQDAY,FCOUNT_NLDN,FCOUNT_STRUCTURE,FCOUNT_HAIL,FCOUNT_TVS,FIPS
1990-05-20,0,NULL,NULL,NULL,12057
1990-05-21,56,NULL,NULL,NULL,12057
1990-05-22,10,NULL,NULL,NULL,12057
1990-05-23,0,NULL,NULL,NULL,12057
1990-05-24,6,NULL,NULL,NULL,12057
1990-05-25,4,NULL,NULL,NULL,12057
1990-05-26,1,NULL,NULL,NULL,12057
1990-05-27,452,NULL,NULL,NULL,12057
1990-05-28,3,NULL,NULL,NULL,12057
1990-05-29,0,NULL,NULL,NULL,12057
1990-05-30,0,NULL,NULL,NULL,12057
1990-05-31,122,NULL,NULL,NULL,12057
1990-06-01,580,NULL,NULL,NULL,12057
1990-06-02,637,NULL,NULL,NULL,12057
1990-06-03,423,NULL,NULL,NULL,12057
1990-06-04,3,NULL,NULL,NULL,12057
1990-06-05,5,NULL,NULL,NULL,12057
1990-06-06,862,NULL,NULL,NULL,12057
1990-06-07,1307,NULL,NULL,NULL,12057
1990-06-08,177,NULL,NULL,NULL,12057
1990-06-09,9,NULL,NULL,NULL,12057
1990-06-10,170,NULL,NULL,NULL,12057
1990-06-11,0,NULL,NULL,NULL,12057
1990-06-12,3,NULL,NULL,NULL,12057
1990-06-13,0,NULL,NULL,NULL,12057
1990-06-14,0,NULL,NULL,NULL,12057
1990-06-15,0,NULL,NULL,NULL,12057
1990-06-16,0,NULL,NULL,NULL,12057
1990-06-17,0,NULL,NULL,NULL,12057
1990-06-18,14,NULL,NULL,NULL,12057
1990-06-19,171,NULL,NULL,NULL,12057
1990-06-20,14,NULL,NULL,NULL,12057
1990-06-21,169,NULL,NULL,NULL,12057
1990-06-22,710,NULL,NULL,NULL,12057
1990-06-23,389,NULL,NULL,NULL,12057
1990-06-24,0,NULL,NULL,NULL,12057
1990-06-25,120,NULL,NULL,NULL,12057
1990-06-26,165,NULL,NULL,NULL,12057
1990-06-27,33,NULL,NULL,NULL,12057
1990-06-28,0,NULL,NULL,NULL,12057
1990-06-29,11,NULL,NULL,NULL,12057
1990-06-30,575,NULL,NULL,NULL,12057
1990-07-01,265,NULL,NULL,NULL,12057
1990-07-02,365,NULL,NULL,NULL,12057
1990-07-03,108,NULL,NULL,NULL,12057
1990-07-04,80,NULL,NULL,NULL,12057
1990-07-05,6,NULL,NULL,NULL,12057
1990-07-06,0,NULL,NULL,NULL,12057
1990-07-07,1517,NULL,NULL,NULL,12057
1990-07-08,781,NULL,NULL,NULL,12057
1990-07-09,382,NULL,NULL,NULL,12057
1990-07-10,907,NULL,NULL,NULL,12057
1990-07-11,616,NULL,NULL,NULL,12057
1990-07-12,276,NULL,NULL,NULL,12057
1990-07-13,574,NULL,NULL,NULL,12057
1990-07-14,154,NULL,NULL,NULL,12057
1990-07-15,212,NULL,NULL,NULL,12057
1990-07-16,80,NULL,NULL,NULL,12057
1990-07-17,100,NULL,NULL,NULL,12057
1990-07-18,387,NULL,NULL,NULL,12057
1990-07-19,2,NULL,NULL,NULL,12057
1990-07-20,1283,NULL,NULL,NULL,12057
1990-07-21,811,NULL,NULL,NULL,12057
1990-07-22,435,NULL,NULL,NULL,12057
1990-07-23,49,NULL,NULL,NULL,12057
1990-07-24,145,NULL,NULL,NULL,12057
1990-07-25,1872,NULL,NULL,NULL,12057
1990-07-26,1238,NULL,NULL,NULL,12057
1990-07-27,21,NULL,NULL,NULL,12057
1990-07-28,22,NULL,NULL,NULL,12057
1990-07-29,112,NULL,NULL,NULL,12057
1990-07-30,30,NULL,NULL,NULL,12057
1990-07-31,243,NULL,NULL,NULL,12057
1990-08-01,3,NULL,NULL,NULL,12057
1990-08-02,17,NULL,NULL,NULL,12057
1990-08-03,78,NULL,NULL,NULL,12057
1990-08-04,16,NULL,NULL,NULL,12057
1990-08-05,3,NULL,NULL,NULL,12057
1990-08-06,0,NULL,NULL,NULL,12057
1990-08-07,46,NULL,NULL,NULL,12057
1990-08-08,815,NULL,NULL,NULL,12057
1990-08-09,1619,NULL,NULL,NULL,12057
1990-08-10,261,NULL,NULL,NULL,12057
1990-08-11,275,NULL,NULL,NULL,12057
1990-08-12,141,NULL,NULL,NULL,12057
1990-08-13,429,NULL,NULL,NULL,12057
1990-08-14,168,NULL,NULL,NULL,12057
1990-08-15,3,NULL,NULL,NULL,12057
1990-08-16,40,NULL,NULL,NULL,12057
1990-08-17,78,NULL,NULL,NULL,12057
1990-08-18,86,NULL,NULL,NULL,12057
1990-08-19,61,NULL,NULL,NULL,12057
1990-08-20,219,NULL,NULL,NULL,12057
1990-08-21,196,NULL,NULL,NULL,12057
1990-08-22,451,NULL,NULL,NULL,12057
1990-08-23,195,NULL,NULL,NULL,12057
1990-08-24,52,NULL,NULL,NULL,12057
1990-08-25,224,NULL,NULL,NULL,12057
1990-08-26,51,NULL,NULL,NULL,12057
1990-08-27,166,NULL,NULL,NULL,12057
1990-08-28,265,NULL,NULL,NULL,12057
1990-08-29,372,NULL,NULL,NULL,12057
1990-08-30,228,NULL,NULL,NULL,12057
1990-08-31,565,NULL,NULL,NULL,12057
1990-09-01,228,NULL,NULL,NULL,12057
1990-09-02,642,NULL,NULL,NULL,12057
1990-09-03,0,NULL,NULL,NULL,12057
1990-09-04,12,NULL,NULL,NULL,12057
1990-09-05,0,NULL,NULL,NULL,12057
1990-09-06,0,NULL,NULL,NULL,12057
1990-09-07,0,NULL,NULL,NULL,12057
1990-09-08,0,NULL,NULL,NULL,12057
1990-09-09,0,NULL,NULL,NULL,12057
1990-09-10,0,NULL,NULL,NULL,12057
1990-09-11,3,NULL,NULL,NULL,12057
1990-09-12,37,NULL,NULL,NULL,12057
1990-09-13,0,NULL,NULL,NULL,12057
1990-09-14,4,NULL,NULL,NULL,12057
1990-09-15,0,NULL,NULL,NULL,12057
1990-09-16,130,NULL,NULL,NULL,12057
1990-09-17,39,NULL,NULL,NULL,12057
1990-09-18,0,NULL,NULL,NULL,12057
1990-09-19,0,NULL,NULL,NULL,12057
1990-09-20,0,NULL,NULL,NULL,12057
1990-09-21,18,NULL,NULL,NULL,12057
1990-09-22,14,NULL,NULL,NULL,12057
1990-09-23,0,NULL,NULL,NULL,12057
1990-09-24,0,NULL,NULL,NULL,12057
1990-09-25,0,NULL,NULL,NULL,12057
1990-09-26,0,NULL,NULL,NULL,12057
1990-09-27,0,NULL,NULL,NULL,12057
1990-09-28,2,NULL,NULL,NULL,12057
1990-09-29,34,NULL,NULL,NULL,12057
1990-09-30,31,NULL,NULL,NULL,12057
1990-10-01,0,NULL,NULL,NULL,12057
1990-10-02,0,NULL,NULL,NULL,12057
1990-10-03,0,NULL,NULL,NULL,12057
1990-10-04,16,NULL,NULL,NULL,12057
1990-10-05,55,NULL,NULL,NULL,12057
1990-10-06,1,NULL,NULL,NULL,12057
1990-10-07,0,NULL,NULL,NULL,12057
1990-10-08,0,NULL,NULL,NULL,12057
1990-10-09,0,NULL,NULL,NULL,12057
1990-10-10,47,NULL,NULL,NULL,12057
1990-10-11,14,NULL,NULL,NULL,12057
1990-10-12,0,NULL,NULL,NULL,12057
1990-10-13,0,NULL,NULL,NULL,12057
1990-10-14,0,NULL,NULL,NULL,12057
1990-10-15,0,NULL,NULL,NULL,12057
1990-10-16,0,NULL,NULL,NULL,12057
1990-10-17,0,NULL,NULL,NULL,12057
1990-10-18,0,NULL,NULL,NULL,12057
1990-10-19,0,NULL,NULL,NULL,12057
1990-10-20,0,NULL,NULL,NULL,12057
1990-10-21,0,NULL,NULL,NULL,12057
1990-10-22,0,NULL,NULL,NULL,12057
1990-10-23,0,NULL,NULL,NULL,12057
1990-10-24,0,NULL,NULL,NULL,12057
1990-10-25,0,NULL,NULL,NULL,12057
1990-10-26,0,NULL,NULL,NULL,12057
1990-10-27,0,NULL,NULL,NULL,12057
1990-10-28,0,NULL,NULL,NULL,12057
1990-10-29,0,NULL,NULL,NULL,12057
1990-10-30,0,NULL,NULL,NULL,12057
1990-10-31,0,NULL,NULL,NULL,12057
1990-11-01,0,NULL,NULL,NULL,12057
1990-11-02,0,NULL,NULL,NULL,12057
1990-11-03,0,NULL,NULL,NULL,12057
1990-11-04,0,NULL,NULL,NULL,12057
1990-11-05,0,NULL,NULL,NULL,12057
1990-11-06,0,NULL,NULL,NULL,12057
1990-11-07,0,NULL,NULL,NULL,12057
1990-11-08,0,NULL,NULL,NULL,12057
1990-11-09,7,NULL,NULL,NULL,12057
1990-11-10,15,NULL,NULL,NULL,12057
1990-11-11,0,NULL,NULL,NULL,12057
1990-11-12,0,NULL,NULL,NULL,12057
1990-11-13,0,NULL,NULL,NULL,12057
1990-11-14,0,NULL,NULL,NULL,12057
1990-11-15,0,NULL,NULL,NULL,12057
1990-11-16,0,NULL,NULL,NULL,12057
1990-11-17,0,NULL,NULL,NULL,12057
1990-11-18,0,NULL,NULL,NULL,12057
1990-11-19,0,NULL,NULL,NULL,12057
1990-11-20,0,NULL,NULL,NULL,12057
1990-11-21,0,NULL,NULL,NULL,12057
1990-11-22,0,NULL,NULL,NULL,12057
1990-11-23,0,NULL,NULL,NULL,12057
1990-11-24,0,NULL,NULL,NULL,12057
1990-11-25,0,NULL,NULL,NULL,12057
1990-11-26,0,NULL,NULL,NULL,12057
1990-11-27,2,NULL,NULL,NULL,12057
1990-11-28,1,NULL,NULL,NULL,12057
1990-11-29,1,NULL,NULL,NULL,12057
1990-11-30,0,NULL,NULL,NULL,12057
1990-12-01,0,NULL,NULL,NULL,12057
1990-12-02,0,NULL,NULL,NULL,12057
1990-12-03,0,NULL,NULL,NULL,12057
1990-12-04,0,NULL,NULL,NULL,12057
1990-12-05,0,NULL,NULL,NULL,12057
1990-12-06,0,NULL,NULL,NULL,12057
1990-12-07,0,NULL,NULL,NULL,12057
1990-12-08,0,NULL,NULL,NULL,12057
1990-12-09,0,NULL,NULL,NULL,12057
1990-12-10,0,NULL,NULL,NULL,12057
1990-12-11,0,NULL,NULL,NULL,12057
1990-12-12,0,NULL,NULL,NULL,12057
1990-12-13,0,NULL,NULL,NULL,12057
1990-12-14,0,NULL,NULL,NULL,12057
1990-12-15,0,NULL,NULL,NULL,12057
1990-12-16,0,NULL,NULL,NULL,12057
1990-12-17,0,NULL,NULL,NULL,12057
1990-12-18,0,NULL,NULL,NULL,12057
1990-12-19,0,NULL,NULL,NULL,12057
1990-12-20,0,NULL,NULL,NULL,12057
1990-12-21,0,NULL,NULL,NULL,12057
1990-12-22,0,NULL,NULL,NULL,12057
1990-12-23,0,NULL,NULL,NULL,12057
1990-12-24,0,NULL,NULL,NULL,12057
1990-12-25,0,NULL,NULL,NULL,12057
1990-12-26,0,NULL,NULL,NULL,12057
1990-12-27,0,NULL,NULL,NULL,12057
1990-12-28,0,NULL,NULL,NULL,12057
1990-12-29,0,NULL,NULL,NULL,12057
1990-12-30,0,NULL,NULL,NULL,12057
1990-12-31,0,NULL,NULL,NULL,12057
1991-01-01,0,NULL,NULL,NULL,12057
1991-01-02,0,NULL,NULL,NULL,12057
1991-01-03,0,NULL,NULL,NULL,12057
1991-01-04,0,NULL,NULL,NULL,12057
1991-01-05,0,NULL,NULL,NULL,12057
1991-01-06,0,NULL,NULL,NULL,12057
1991-01-07,3,NULL,NULL,NULL,12057
1991-01-08,0,NULL,NULL,NULL,12057
1991-01-09,0,NULL,NULL,NULL,12057
1991-01-10,11,NULL,NULL,NULL,12057
1991-01-11,0,NULL,NULL,NULL,12057
1991-01-12,1,NULL,NULL,NULL,12057
1991-01-13,0,NULL,NULL,NULL,12057
1991-01-14,0,NULL,NULL,NULL,12057
1991-01-15,12,NULL,NULL,NULL,12057
1991-01-16,6,NULL,NULL,NULL,12057
1991-01-17,0,NULL,NULL,NULL,12057
1991-01-18,0,NULL,NULL,NULL,12057
1991-01-19,0,NULL,NULL,NULL,12057
1991-01-20,0,NULL,NULL,NULL,12057
1991-01-21,0,NULL,NULL,NULL,12057
1991-01-22,0,NULL,NULL,NULL,12057
1991-01-23,0,NULL,NULL,NULL,12057
1991-01-24,0,NULL,NULL,NULL,12057
1991-01-25,0,NULL,NULL,NULL,12057
1991-01-26,0,NULL,NULL,NULL,12057
1991-01-27,0,NULL,NULL,NULL,12057
1991-01-28,0,NULL,NULL,NULL,12057
1991-01-29,0,NULL,NULL,NULL,12057
1991-01-30,0,NULL,NULL,NULL,12057
1991-01-31,0,NULL,NULL,NULL,12057
1991-02-01,0,NULL,NULL,NULL,12057
1991-02-02,0,NULL,NULL,NULL,12057
1991-02-03,0,NULL,NULL,NULL,12057
1991-02-04,0,NULL,NULL,NULL,12057
1991-02-05,0,NULL,NULL,NULL,12057
1991-02-06,0,NULL,NULL,NULL,12057
1991-02-07,0,NULL,NULL,NULL,12057
1991-02-08,0,NULL,NULL,NULL,12057
1991-02-09,0,NULL,NULL,NULL,12057
1991-02-10,0,NULL,NULL,NULL,12057
1991-02-11,0,NULL,NULL,NULL,12057
1991-02-12,0,NULL,NULL,NULL,12057
1991-02-13,0,NULL,NULL,NULL,12057
1991-02-14,0,NULL,NULL,NULL,12057
1991-02-15,0,NULL,NULL,NULL,12057
1991-02-16,0,NULL,NULL,NULL,12057
1991-02-17,0,NULL,NULL,NULL,12057
1991-02-18,0,NULL,NULL,NULL,12057
1991-02-19,0,NULL,NULL,NULL,12057
1991-02-20,0,NULL,NULL,NULL,12057
1991-02-21,0,NULL,NULL,NULL,12057
1991-02-22,0,NULL,NULL,NULL,12057
1991-02-23,0,NULL,NULL,NULL,12057
1991-02-24,0,NULL,NULL,NULL,12057
1991-02-25,0,NULL,NULL,NULL,12057
1991-02-26,0,NULL,NULL,NULL,12057
1991-02-27,0,NULL,NULL,NULL,12057
1991-02-28,0,NULL,NULL,NULL,12057
1991-03-01,0,NULL,NULL,NULL,12057
1991-03-02,0,NULL,NULL,NULL,12057
1991-03-03,55,NULL,NULL,NULL,12057
1991-03-04,0,NULL,NULL,NULL,12057
1991-03-05,0,NULL,NULL,NULL,12057
1991-03-06,0,NULL,NULL,NULL,12057
1991-03-07,0,NULL,NULL,NULL,12057
1991-03-08,0,NULL,NULL,NULL,12057
1991-03-09,7,NULL,NULL,NULL,12057
1991-03-10,0,NULL,NULL,NULL,12057
1991-03-11,0,NULL,NULL,NULL,12057
1991-03-12,0,NULL,NULL,NULL,12057
1991-03-13,0,NULL,NULL,NULL,12057
1991-03-14,0,NULL,NULL,NULL,12057
1991-03-15,0,NULL,NULL,NULL,12057
1991-03-16,0,NULL,NULL,NULL,12057
1991-03-17,0,NULL,NULL,NULL,12057
1991-03-18,22,NULL,NULL,NULL,12057
1991-03-19,0,NULL,NULL,NULL,12057
1991-03-20,0,NULL,NULL,NULL,12057
1991-03-21,0,NULL,NULL,NULL,12057
1991-03-22,0,NULL,NULL,NULL,12057
1991-03-23,0,NULL,NULL,NULL,12057
1991-03-24,0,NULL,NULL,NULL,12057
1991-03-25,0,NULL,NULL,NULL,12057
1991-03-26,0,NULL,NULL,NULL,12057
1991-03-27,0,NULL,NULL,NULL,12057
1991-03-28,0,NULL,NULL,NULL,12057
1991-03-29,0,NULL,NULL,NULL,12057
1991-03-30,1,NULL,NULL,NULL,12057
1991-03-31,6,NULL,NULL,NULL,12057
1991-04-01,0,NULL,NULL,NULL,12057
1991-04-02,0,NULL,NULL,NULL,12057
1991-04-03,0,NULL,NULL,NULL,12057
1991-04-04,0,NULL,NULL,NULL,12057
1991-04-05,9,NULL,NULL,NULL,12057
1991-04-06,45,NULL,NULL,NULL,12057
1991-04-07,8,NULL,NULL,NULL,12057
1991-04-08,0,NULL,NULL,NULL,12057
1991-04-09,1,NULL,NULL,NULL,12057
1991-04-10,13,NULL,NULL,NULL,12057
1991-04-11,0,NULL,NULL,NULL,12057
1991-04-12,0,NULL,NULL,NULL,12057
1991-04-13,0,NULL,NULL,NULL,12057
1991-04-14,0,NULL,NULL,NULL,12057
1991-04-15,0,NULL,NULL,NULL,12057
1991-04-16,101,NULL,NULL,NULL,12057
1991-04-17,173,NULL,NULL,NULL,12057
1991-04-18,1,NULL,NULL,NULL,12057
1991-04-19,13,NULL,NULL,NULL,12057
1991-04-20,1,NULL,NULL,NULL,12057
1991-04-21,0,NULL,NULL,NULL,12057
1991-04-22,0,NULL,NULL,NULL,12057
1991-04-23,8,NULL,NULL,NULL,12057
1991-04-24,32,NULL,NULL,NULL,12057
1991-04-25,2092,NULL,NULL,NULL,12057
1991-04-26,0,NULL,NULL,NULL,12057
1991-04-27,0,NULL,NULL,NULL,12057
1991-04-28,0,NULL,NULL,NULL,12057
1991-04-29,0,NULL,NULL,NULL,12057
1991-04-30,4,NULL,NULL,NULL,12057
1991-05-01,340,NULL,NULL,NULL,12057
1991-05-02,80,NULL,NULL,NULL,12057
1991-05-03,0,NULL,NULL,NULL,12057
1991-05-04,0,NULL,NULL,NULL,12057
1991-05-05,0,NULL,NULL,NULL,12057
1991-05-06,117,NULL,NULL,NULL,12057
1991-05-07,35,NULL,NULL,NULL,12057
1991-05-08,3,NULL,NULL,NULL,12057
1991-05-09,1,NULL,NULL,NULL,12057
1991-05-10,132,NULL,NULL,NULL,12057
1991-05-11,0,NULL,NULL,NULL,12057
1991-05-12,0,NULL,NULL,NULL,12057
1991-05-13,199,NULL,NULL,NULL,12057
1991-05-14,221,NULL,NULL,NULL,12057
1991-05-15,12,NULL,NULL,NULL,12057
1991-05-16,771,NULL,NULL,NULL,12057
1991-05-17,823,NULL,NULL,NULL,12057
1991-05-18,218,NULL,NULL,NULL,12057
1991-05-19,192,NULL,NULL,NULL,12057
1991-05-20,3,NULL,NULL,NULL,12057
1991-05-21,0,NULL,NULL,NULL,12057
1991-05-22,0,NULL,NULL,NULL,12057
1991-05-23,161,NULL,NULL,NULL,12057
1991-05-24,125,NULL,NULL,NULL,12057
1991-05-25,0,NULL,NULL,NULL,12057
1991-05-26,138,NULL,NULL,NULL,12057
1991-05-27,73,NULL,NULL,NULL,12057
1991-05-28,0,NULL,NULL,NULL,12057
1991-05-29,1,NULL,NULL,NULL,12057
1991-05-30,759,NULL,NULL,NULL,12057
1991-05-31,215,NULL,NULL,NULL,12057
1991-06-01,225,NULL,NULL,NULL,12057
1991-06-02,6,NULL,NULL,NULL,12057
1991-06-03,1,NULL,NULL,NULL,12057
1991-06-04,69,NULL,NULL,NULL,12057
1991-06-05,235,NULL,NULL,NULL,12057
1991-06-06,732,NULL,NULL,NULL,12057
1991-06-07,0,NULL,NULL,NULL,12057
1991-06-08,0,NULL,NULL,NULL,12057
1991-06-09,0,NULL,NULL,NULL,12057
1991-06-10,0,NULL,NULL,NULL,12057
1991-06-11,0,NULL,NULL,NULL,12057
1991-06-12,0,NULL,NULL,NULL,12057
1991-06-13,0,NULL,NULL,NULL,12057
1991-06-14,5,NULL,NULL,NULL,12057
1991-06-15,772,NULL,NULL,NULL,12057
1991-06-16,188,NULL,NULL,NULL,12057
1991-06-17,441,NULL,NULL,NULL,12057
1991-06-18,797,NULL,NULL,NULL,12057
1991-06-19,240,NULL,NULL,NULL,12057
1991-06-20,1209,NULL,NULL,NULL,12057
1991-06-21,1026,NULL,NULL,NULL,12057
1991-06-22,999,NULL,NULL,NULL,12057
1991-06-23,239,NULL,NULL,NULL,12057
1991-06-24,813,NULL,NULL,NULL,12057
1991-06-25,1256,NULL,NULL,NULL,12057
1991-06-26,545,NULL,NULL,NULL,12057
1991-06-27,152,NULL,NULL,NULL,12057
1991-06-28,6,NULL,NULL,NULL,12057
1991-06-29,877,NULL,NULL,NULL,12057
1991-06-30,540,NULL,NULL,NULL,12057
1991-07-01,171,NULL,NULL,NULL,12057
1991-07-02,161,NULL,NULL,NULL,12057
1991-07-03,48,NULL,NULL,NULL,12057
1991-07-04,60,NULL,NULL,NULL,12057
1991-07-05,364,NULL,NULL,NULL,12057
1991-07-06,54,NULL,NULL,NULL,12057
1991-07-07,234,NULL,NULL,NULL,12057
1991-07-08,186,NULL,NULL,NULL,12057
1991-07-09,310,NULL,NULL,NULL,12057
1991-07-10,193,NULL,NULL,NULL,12057
1991-07-11,753,NULL,NULL,NULL,12057
1991-07-12,507,NULL,NULL,NULL,12057
1991-07-13,2227,NULL,NULL,NULL,12057
1991-07-14,657,NULL,NULL,NULL,12057
1991-07-15,176,NULL,NULL,NULL,12057
1991-07-16,152,NULL,NULL,NULL,12057
1991-07-17,511,NULL,NULL,NULL,12057
1991-07-18,175,NULL,NULL,NULL,12057
1991-07-19,59,NULL,NULL,NULL,12057
1991-07-20,97,NULL,NULL,NULL,12057
1991-07-21,58,NULL,NULL,NULL,12057
1991-07-22,8,NULL,NULL,NULL,12057
1991-07-23,252,NULL,NULL,NULL,12057
1991-07-24,1814,NULL,NULL,NULL,12057
1991-07-25,778,NULL,NULL,NULL,12057
1991-07-26,245,NULL,NULL,NULL,12057
1991-07-27,158,NULL,NULL,NULL,12057
1991-07-28,37,NULL,NULL,NULL,12057
1991-07-29,128,NULL,NULL,NULL,12057
1991-07-30,65,NULL,NULL,NULL,12057
1991-07-31,118,NULL,NULL,NULL,12057
1991-08-01,256,NULL,NULL,NULL,12057
1991-08-02,24,NULL,NULL,NULL,12057
1991-08-03,12,NULL,NULL,NULL,12057
1991-08-04,2,NULL,NULL,NULL,12057
1991-08-05,132,NULL,NULL,NULL,12057
1991-08-06,28,NULL,NULL,NULL,12057
1991-08-07,175,NULL,NULL,NULL,12057
1991-08-08,132,NULL,NULL,NULL,12057
1991-08-09,174,NULL,NULL,NULL,12057
1991-08-10,0,NULL,NULL,NULL,12057
1991-08-11,6,NULL,NULL,NULL,12057
1991-08-12,1,NULL,NULL,NULL,12057
1991-08-13,826,NULL,NULL,NULL,12057
1991-08-14,62,NULL,NULL,NULL,12057
1991-08-15,279,NULL,NULL,NULL,12057
1991-08-16,99,NULL,NULL,NULL,12057
1991-08-17,1,NULL,NULL,NULL,12057
1991-08-18,99,NULL,NULL,NULL,12057
1991-08-19,165,NULL,NULL,NULL,12057
1991-08-20,144,NULL,NULL,NULL,12057
1991-08-21,4,NULL,NULL,NULL,12057
1991-08-22,305,NULL,NULL,NULL,12057
1991-08-23,130,NULL,NULL,NULL,12057
1991-08-24,327,NULL,NULL,NULL,12057
1991-08-25,10,NULL,NULL,NULL,12057
1991-08-26,16,NULL,NULL,NULL,12057
1991-08-27,104,NULL,NULL,NULL,12057
1991-08-28,46,NULL,NULL,NULL,12057
1991-08-29,16,NULL,NULL,NULL,12057
1991-08-30,456,NULL,NULL,NULL,12057
1991-08-31,35,NULL,NULL,NULL,12057
1991-09-01,255,NULL,NULL,NULL,12057
1991-09-02,0,NULL,NULL,NULL,12057
1991-09-03,2,NULL,NULL,NULL,12057
1991-09-04,0,NULL,NULL,NULL,12057
1991-09-05,8,NULL,NULL,NULL,12057
1991-09-06,13,NULL,NULL,NULL,12057
1991-09-07,248,NULL,NULL,NULL,12057
1991-09-08,181,NULL,NULL,NULL,12057
1991-09-09,18,NULL,NULL,NULL,12057
1991-09-10,48,NULL,NULL,NULL,12057
1991-09-11,15,NULL,NULL,NULL,12057
1991-09-12,0,NULL,NULL,NULL,12057
1991-09-13,13,NULL,NULL,NULL,12057
1991-09-14,0,NULL,NULL,NULL,12057
1991-09-15,0,NULL,NULL,NULL,12057
1991-09-16,22,NULL,NULL,NULL,12057
1991-09-17,0,NULL,NULL,NULL,12057
1991-09-18,616,NULL,NULL,NULL,12057
1991-09-19,1,NULL,NULL,NULL,12057
1991-09-20,187,NULL,NULL,NULL,12057
1991-09-21,0,NULL,NULL,NULL,12057
1991-09-22,39,NULL,NULL,NULL,12057
1991-09-23,0,NULL,NULL,NULL,12057
1991-09-24,1,NULL,NULL,NULL,12057
1991-09-25,77,NULL,NULL,NULL,12057
1991-09-26,0,NULL,NULL,NULL,12057
1991-09-27,0,NULL,NULL,NULL,12057
1991-09-28,0,NULL,NULL,NULL,12057
1991-09-29,0,NULL,NULL,NULL,12057
1991-09-30,0,NULL,NULL,NULL,12057
1991-10-01,0,NULL,NULL,NULL,12057
1991-10-02,8,NULL,NULL,NULL,12057
1991-10-03,0,NULL,NULL,NULL,12057
1991-10-04,227,NULL,NULL,NULL,12057
1991-10-05,27,NULL,NULL,NULL,12057
1991-10-06,21,NULL,NULL,NULL,12057
1991-10-07,0,NULL,NULL,NULL,12057
1991-10-08,0,NULL,NULL,NULL,12057
1991-10-09,0,NULL,NULL,NULL,12057
1991-10-10,0,NULL,NULL,NULL,12057
1991-10-11,0,NULL,NULL,NULL,12057
1991-10-12,0,NULL,NULL,NULL,12057
1991-10-13,0,NULL,NULL,NULL,12057
1991-10-14,0,NULL,NULL,NULL,12057
1991-10-15,4,NULL,NULL,NULL,12057
1991-10-16,0,NULL,NULL,NULL,12057
1991-10-17,0,NULL,NULL,NULL,12057
1991-10-18,0,NULL,NULL,NULL,12057
1991-10-19,0,NULL,NULL,NULL,12057
1991-10-20,0,NULL,NULL,NULL,12057
1991-10-21,0,NULL,NULL,NULL,12057
1991-10-22,0,NULL,NULL,NULL,12057
1991-10-23,0,NULL,NULL,NULL,12057
1991-10-24,0,NULL,NULL,NULL,12057
1991-10-25,0,NULL,NULL,NULL,12057
1991-10-26,0,NULL,NULL,NULL,12057
1991-10-27,0,NULL,NULL,NULL,12057
1991-10-28,0,NULL,NULL,NULL,12057
1991-10-29,0,NULL,NULL,NULL,12057
1991-10-30,0,NULL,NULL,NULL,12057
1991-10-31,0,NULL,NULL,NULL,12057
1991-11-01,0,NULL,NULL,NULL,12057
1991-11-02,0,NULL,NULL,NULL,12057
1991-11-03,0,NULL,NULL,NULL,12057
1991-11-04,0,NULL,NULL,NULL,12057
1991-11-05,0,NULL,NULL,NULL,12057
1991-11-06,0,NULL,NULL,NULL,12057
1991-11-07,0,NULL,NULL,NULL,12057
1991-11-08,0,NULL,NULL,NULL,12057
1991-11-09,0,NULL,NULL,NULL,12057
1991-11-10,0,NULL,NULL,NULL,12057
1991-11-11,0,NULL,NULL,NULL,12057
1991-11-12,0,NULL,NULL,NULL,12057
1991-11-13,0,NULL,NULL,NULL,12057
1991-11-14,0,NULL,NULL,NULL,12057
1991-11-15,0,NULL,NULL,NULL,12057
1991-11-16,0,NULL,NULL,NULL,12057
1991-11-17,0,NULL,NULL,NULL,12057
1991-11-18,0,NULL,NULL,NULL,12057
1991-11-19,0,NULL,NULL,NULL,12057
1991-11-20,0,NULL,NULL,NULL,12057
1991-11-21,0,NULL,NULL,NULL,12057
1991-11-22,0,NULL,NULL,NULL,12057
1991-11-23,0,NULL,NULL,NULL,12057
1991-11-24,0,NULL,NULL,NULL,12057
1991-11-25,0,NULL,NULL,NULL,12057
1991-11-26,0,NULL,NULL,NULL,12057
1991-11-27,0,NULL,NULL,NULL,12057
1991-11-28,0,NULL,NULL,NULL,12057
1991-11-29,0,NULL,NULL,NULL,12057
1991-11-30,0,NULL,NULL,NULL,12057
1991-12-01,0,NULL,NULL,NULL,12057
1991-12-02,0,NULL,NULL,NULL,12057
1991-12-03,0,NULL,NULL,NULL,12057
1991-12-04,0,NULL,NULL,NULL,12057
1991-12-05,0,NULL,NULL,NULL,12057
1991-12-06,0,NULL,NULL,NULL,12057
1991-12-07,0,NULL,NULL,NULL,12057
1991-12-08,0,NULL,NULL,NULL,12057
1991-12-09,0,NULL,NULL,NULL,12057
1991-12-10,0,NULL,NULL,NULL,12057
1991-12-11,0,NULL,NULL,NULL,12057
1991-12-12,0,NULL,NULL,NULL,12057
1991-12-13,0,NULL,NULL,NULL,12057
1991-12-14,0,NULL,NULL,NULL,12057
1991-12-15,0,NULL,NULL,NULL,12057
1991-12-16,0,NULL,NULL,NULL,12057
1991-12-17,0,NULL,NULL,NULL,12057
1991-12-18,0,NULL,NULL,NULL,12057
1991-12-19,0,NULL,NULL,NULL,12057
1991-12-20,0,NULL,NULL,NULL,12057
